dbms,TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME
sqlserver,Trustaff_Med,dbo,REPORT32,PARAMS,32,text,2147483647,,,,
sqlserver,Trustaff_Med,dbo,REPORT32,NOTES,33,text,2147483647,,,,
sqlserver,Trustaff_Med,dbo,REPORT32,CURREC,34,varchar,1,,,,
sqlserver,Trustaff_Med,dbo,REPORT32,LASTUSER,35,varchar,8,,,,
sqlserver,Trustaff_Med,dbo,REPORT32,LASTDATE,36,datetime,,,,,
sqlserver,Trustaff_Med,dbo,REPORT32,LASTTIME,37,varchar,5,,,,
sqlserver,Trustaff_Med,dbo,REPORT32,RECID,38,varchar,15,,,,
sqlserver,Trustaff_Med,dbo,RPAExcelImport,SiteId,1,int,,,,,
sqlserver,Trustaff_Med,dbo,RPAExcelImport,PrivateId,2,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,RPAExcelImport,DivisionID,3,int,,,,,
sqlserver,Trustaff_Med,dbo,RPAExcelImport,Profession,4,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,RPAExcelImport,Specialty,5,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,RPAExcelImport,Shift,6,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,RPAExcelImport,Duration,7,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,RPAExcelImport,Facility,8,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,RPAExcelImport,City,9,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,RPAExcelImport,USState,10,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,RPAExcelImport,Description,11,nvarchar,-1,,,,
sqlserver,Trustaff_Med,dbo,RPAExcelImport,RawHtml,12,nvarchar,-1,,,,
sqlserver,Trustaff_Med,dbo,RPAExcelImport,HotJob,13,bit,,,,,
sqlserver,Trustaff_Med,dbo,RPAExcelImport,dateCreated,14,datetime,,,,,
sqlserver,Trustaff_Med,dbo,RPAautoRegistry,ID,1,int,,PRIMARY KEY,,,
sqlserver,Trustaff_Med,dbo,RPAautoRegistry,RegParentID,2,int,,,,,
sqlserver,Trustaff_Med,dbo,RPAautoRegistry,AutoAdd,3,bit,,,,,
sqlserver,Trustaff_Med,dbo,RPAautoRegistry,AutoIgnore,4,bit,,,,,
sqlserver,Trustaff_Med,dbo,ClientContacts2,ClientContactID,1,int,,PRIMARY KEY,,,
sqlserver,Trustaff_Med,dbo,ClientContacts2,ClientID,2,int,,PRIMARY KEY,,,
sqlserver,Trustaff_Med,dbo,ClientContacts2,ContactName,3,nvarchar,150,,,,
sqlserver,Trustaff_Med,dbo,ClientContacts2,ContactDept,4,nvarchar,150,,,,
sqlserver,Trustaff_Med,dbo,ClientContacts2,ContactPhone,5,char,20,,,,
sqlserver,Trustaff_Med,dbo,ClientContacts2,ContactEmail,6,nvarchar,150,,,,
sqlserver,Trustaff_Med,dbo,AppCheck_153480,ID,1,float,,,,,
sqlserver,Trustaff_Med,dbo,AppCheck_153480,Name,2,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppCheck_153480,SSN,3,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppCheck_153480,F4,4,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppCheck_153480,F5,5,float,,,,,
sqlserver,Trustaff_Med,dbo,FIELDS5,RECTYPE,1,varchar,1,,,,
sqlserver,Trustaff_Med,dbo,FIELDS5,VIEWID,2,varchar,15,,,,
sqlserver,Trustaff_Med,dbo,FIELDS5,FLDPOS,3,varchar,3,,,,
sqlserver,Trustaff_Med,dbo,FIELDS5,FCOL,4,varchar,3,,,,
sqlserver,Trustaff_Med,dbo,FIELDS5,FROW,5,varchar,3,,,,
sqlserver,Trustaff_Med,dbo,FIELDS5,LABEL,6,varchar,25,,,,
sqlserver,Trustaff_Med,dbo,FIELDS5,LABELSIZE,7,smallint,,,,,
sqlserver,Trustaff_Med,dbo,FIELDS5,EDITSIZE,8,smallint,,,,,
sqlserver,Trustaff_Med,dbo,FIELDS5,USERID,9,varchar,8,,,,
sqlserver,Trustaff_Med,dbo,FIELDS5,NTXNO,10,smallint,,,,,
sqlserver,Trustaff_Med,dbo,FIELDS5,FTYPE,11,smallint,,,,,
sqlserver,Trustaff_Med,dbo,FIELDS5,FLDNAME,12,varchar,25,,,,
sqlserver,Trustaff_Med,dbo,FIELDS5,EXPR,13,text,2147483647,,,,
sqlserver,Trustaff_Med,dbo,FIELDS5,RECID,14,varchar,15,,,,
sqlserver,Trustaff_Med,dbo,CanPref,PrefID,1,int,,PRIMARY KEY,,,
sqlserver,Trustaff_Med,dbo,CanPref,fk_SpecialtyID,2,int,,,,,
sqlserver,Trustaff_Med,dbo,CanPref,State1,3,char,2,,,,
sqlserver,Trustaff_Med,dbo,CanPref,DateAdded,4,smalldatetime,,,,,
sqlserver,Trustaff_Med,dbo,CanPref,CandidateID,5,int,,,,,
sqlserver,Trustaff_Med,dbo,AppImport,appID,1,float,,,,,
sqlserver,Trustaff_Med,dbo,AppImport,appFName,2,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,appMiddleName,3,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,appLName,4,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,appEmail,5,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,CandidateID,6,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F7,7,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F8,8,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F9,9,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F10,10,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F11,11,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F12,12,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F13,13,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F14,14,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F15,15,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F16,16,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F17,17,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F18,18,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F19,19,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F20,20,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F21,21,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F22,22,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F23,23,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F24,24,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F25,25,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F26,26,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F27,27,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F28,28,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F29,29,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F30,30,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F31,31,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F32,32,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F33,33,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F34,34,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F35,35,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F36,36,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F37,37,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F38,38,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F39,39,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F40,40,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F41,41,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F42,42,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F43,43,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F44,44,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F45,45,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F46,46,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F47,47,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F48,48,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F49,49,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F50,50,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F51,51,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F52,52,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F53,53,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F54,54,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F55,55,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F56,56,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F57,57,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F58,58,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F59,59,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F60,60,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F61,61,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F62,62,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F63,63,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F64,64,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F65,65,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F66,66,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F67,67,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F68,68,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F69,69,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F70,70,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F71,71,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F72,72,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F73,73,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F74,74,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F75,75,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F76,76,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F77,77,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F78,78,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F79,79,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F80,80,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F81,81,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F82,82,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F83,83,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F84,84,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F85,85,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F86,86,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F87,87,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F88,88,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F89,89,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F90,90,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F91,91,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F92,92,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F93,93,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F94,94,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F95,95,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F96,96,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F97,97,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F98,98,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F99,99,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F100,100,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F101,101,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F102,102,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F103,103,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F104,104,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F105,105,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F106,106,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F107,107,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F108,108,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F109,109,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F110,110,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F111,111,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F112,112,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F113,113,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F114,114,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F115,115,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F116,116,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F117,117,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F118,118,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F119,119,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F120,120,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F121,121,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F122,122,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F123,123,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F124,124,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F125,125,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F126,126,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F127,127,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F128,128,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F129,129,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F130,130,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F131,131,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F132,132,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F133,133,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F134,134,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F135,135,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F136,136,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F137,137,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F138,138,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F139,139,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F140,140,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F141,141,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F142,142,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F143,143,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F144,144,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F145,145,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F146,146,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F147,147,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F148,148,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F149,149,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F150,150,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F151,151,nvarchar,255,,,,
sqlserver,Trustaff_Med,dbo,AppImport,F152,152,datetime,,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,RECTYPE,1,varchar,1,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,TRACKNO,2,varchar,15,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,EVENTNO,3,varchar,3,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,EVENTTYPE,4,varchar,1,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,NAME,5,varchar,40,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,TRIGGERTYP,6,varchar,3,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,ACTNTYPE,7,varchar,3,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,NEXTACTN,8,smallint,,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,USERID,9,varchar,8,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,USERTYPE,10,varchar,1,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,FIELD,11,varchar,20,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,ACTVAGE,12,smallint,,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,TOPTION1,13,varchar,30,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,TOPTION2,14,varchar,30,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,AOPTION1,15,varchar,20,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,AOPTION2,16,varchar,20,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,AOPTION3,17,varchar,20,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,FILTEREXPR,18,text,2147483647,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,CONDEXPR,19,text,2147483647,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,UPDTEXPR,20,text,2147483647,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,U_NAME,21,varchar,40,,,,
sqlserver,Trustaff_Med,dbo,TRACKS,RECID,22,varchar,15,,,,
sqlserver,Trustaff_Med,dbo,CZ_CONTACTREPORTING_MW,cont_acctno,1,varchar,20,,,,
sqlserver,Trustaff_Med,dbo,CZ_CONTACTREPORTING_MW,KEY3,2,varchar,20,,,,
sqlserver,Trustaff_Med,dbo,CZ_CONTACTREPORTING_MW,KEY4,3,varchar,20,,,,
sqlserver,Trustaff_Med,dbo,CZ_CONTACTREPORTING_MW,COMPANY,4,varchar,40,,,,
sqlserver,Trustaff_Med,dbo,CZ_CONTACTREPORTING_MW,CONTACT,5,varchar,40,,,,
sqlserver,Trustaff_Med,dbo,CZ_CONTACTREPORTING_MW,KEY2,6,varchar,20,,,,
sqlserver,Trustaff_Med,dbo,CZ_CONTACTREPORTING_MW,SOURCE,7,varchar,20,,,,
sqlserver,Trustaff_Med,dbo,CZ_CONTACTREPORTING_MW,RESULTCODE,8,varchar,3,,,,
sqlserver,Trustaff_Med,dbo,CZ_CONTACTREPORTING_MW,REF,9,varchar,20,,,,
sqlserver,Trustaff_Med,dbo,CZ_CONTACTREPORTING_MW,ONDATE,10,datetime,,,,,
sqlserver,Trustaff_Med,dbo,CZ_CONTACTREPORTING_MW,LASTDATE,11,datetime,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,AccountId,1,varchar,22,PRIMARY KEY,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,Owner,2,varchar,16,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,AccountType,3,smallint,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,AccountName,4,varchar,50,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,IsDefault,5,bit,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,ReplyName,6,varchar,50,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,ReplyAddress,7,varchar,50,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,InServer,8,varchar,100,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,InPort,9,char,10,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,InUserName,10,varchar,50,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,InUserPass,11,varchar,50,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,InSPA,12,bit,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,OutServer,13,varchar,50,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,OutPort,14,char,10,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,OutUserName,15,varchar,50,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,OutUserPass,16,varchar,50,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,OutAuth,17,bit,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,Signature,18,text,2147483647,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,MainMenu,19,bit,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,AutoFileSentToGM,20,bit,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,AutoLinkToGM,21,bit,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,DeleteProcessed,22,bit,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,CheckInterval,23,smallint,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,LastEmailsCount,24,int,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,LastEmailsSize,25,bigint,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,LastCheckedDate,26,datetime,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,DateCreated,27,datetime,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,DateModified,28,datetime,,,,,
sqlserver,Trustaff_Med,dbo,WT_EmailAccount,DisableAutoCheck,29,bit,,,,,
sqlserver,Trustaff_Med,dbo,RPAJob2Status,JobID,1,int,,FOREIGN KEY,dbo,RPAJobListing,ID
sqlserver,Trustaff_Med,dbo,RPAJob2Status,StatusID,2,int,,FOREIGN KEY,dbo,RPAJobStatus,statusID
sqlserver,Trustaff_Med,dbo,RPAJob2Status,GroupID,3,smallint,,FOREIGN KEY,dbo,RPAUserGroups,GroupID
sqlserver,Trustaff_Med,dbo,FORMSFLD,FORMNO,1,varchar,15,,,,
sqlserver,Trustaff_Med,dbo,FORMSFLD,RECTYPE,2,varchar,2,,,,
sqlserver,Trustaff_Med,dbo,FORMSFLD,LABEL,3,varchar,10,,,,
sqlserver,Trustaff_Med,dbo,FORMSFLD,FIELD,4,varchar,40,,,,
